Id,Name,Year,Gender,Count
1490,Luis,1880,M,12
1491,Mathias,1880,M,12
1492,Maynard,1880,M,12
1493,Miguel,1880,M,12
1494,Mortimer,1880,M,12
1495,Nels,1880,M,12
1496,Norris,1880,M,12
1497,Pat,1880,M,12
1498,Phil,1880,M,12
1499,Rush,1880,M,12
1500,Santiago,1880,M,12
1501,Sol,1880,M,12
1502,Sydney,1880,M,12
1503,Thaddeus,1880,M,12
1504,Thornton,1880,M,12
1505,Tim,1880,M,12
1506,Travis,1880,M,12
1507,Truman,1880,M,12
1508,Watson,1880,M,12
1509,Webb,1880,M,12
1510,Wellington,1880,M,12
1511,Winfred,1880,M,12
1512,Wylie,1880,M,12
1513,Alec,1880,M,11
1514,Basil,1880,M,11
1515,Baxter,1880,M,11
1516,Bertrand,1880,M,11
1517,Buford,1880,M,11
1518,Burr,1880,M,11
1519,Cleveland,1880,M,11
1520,Colonel,1880,M,11
1521,Dempsey,1880,M,11
1522,Early,1880,M,11
1523,Ellsworth,1880,M,11
1524,Fate,1880,M,11
1525,Finley,1880,M,11
1526,Gabe,1880,M,11
1527,Garland,1880,M,11
1528,Gerald,1880,M,11
1529,Herschel,1880,M,11
1530,Hezekiah,1880,M,11
1531,Justus,1880,M,11
1532,Lindsey,1880,M,11
1533,Marcellus,1880,M,11
1534,Olaf,1880,M,11
1535,Olin,1880,M,11
1536,Pablo,1880,M,11
1537,Rolland,1880,M,11
1538,Turner,1880,M,11
1539,Verne,1880,M,11
1540,Volney,1880,M,11
1541,Williams,1880,M,11
1542,Almon,1880,M,10
1543,Alois,1880,M,10
1544,Alonza,1880,M,10
1545,Anson,1880,M,10
1546,Authur,1880,M,10
1547,Benton,1880,M,10
1548,Billie,1880,M,10
1549,Cornelious,1880,M,10
1550,Darius,1880,M,10
1551,Denis,1880,M,10
1552,Dillard,1880,M,10
1553,Doctor,1880,M,10
1554,Elvin,1880,M,10
1555,Emma,1880,M,10
1556,Eric,1880,M,10
1557,Evans,1880,M,10
1558,Gideon,1880,M,10
1559,Haywood,1880,M,10
1560,Hilliard,1880,M,10
1561,Hosea,1880,M,10
1562,Lincoln,1880,M,10
1563,Lonzo,1880,M,10
1564,Lucious,1880,M,10
1565,Lum,1880,M,10
1566,Malachi,1880,M,10
1567,Newt,1880,M,10
1568,Noel,1880,M,10
1569,Orie,1880,M,10
1570,Palmer,1880,M,10
1571,Pinkney,1880,M,10
1572,Shirley,1880,M,10
1573,Sumner,1880,M,10
1574,Terry,1880,M,10
1575,Urban,1880,M,10
1576,Uriah,1880,M,10
1577,Valentine,1880,M,10
1578,Waldo,1880,M,10
1579,Warner,1880,M,10
1580,Wong,1880,M,10
1581,Zeb,1880,M,10
1582,Abel,1880,M,9
1583,Alden,1880,M,9
1584,Archer,1880,M,9
1585,Avery,1880,M,9
1586,Carson,1880,M,9
1587,Cullen,1880,M,9
1588,Doc,1880,M,9
1589,Eben,1880,M,9
1590,Elige,1880,M,9
1591,Elizabeth,1880,M,9
1592,Elmore,1880,M,9
1593,Ernst,1880,M,9
1594,Finis,1880,M,9
1595,Freddie,1880,M,9
1596,Godfrey,1880,M,9
1597,Guss,1880,M,9
1598,Hamp,1880,M,9
1599,Hermann,1880,M,9
1600,Isadore,1880,M,9
1601,Isreal,1880,M,9
1602,Jones,1880,M,9
1603,June,1880,M,9
1604,Lacy,1880,M,9
1605,Lafe,1880,M,9
1606,Leland,1880,M,9
1607,Llewellyn,1880,M,9
1608,Ludwig,1880,M,9
1609,Manford,1880,M,9
1610,Maxwell,1880,M,9
1611,Minnie,1880,M,9
1612,Obie,1880,M,9
1613,Octave,1880,M,9
1614,Orrin,1880,M,9
1615,Ossie,1880,M,9
1616,Oswald,1880,M,9
1617,Park,1880,M,9
1618,Parley,1880,M,9
1619,Ramon,1880,M,9
1620,Rice,1880,M,9
1621,Stonewall,1880,M,9
1622,Theo,1880,M,9
1623,Tillman,1880,M,9
1624,Addie,1880,M,8
1625,Aron,1880,M,8
1626,Ashley,1880,M,8
1627,Bernhard,1880,M,8
1628,Bertie,1880,M,8
1629,Berton,1880,M,8
1630,Buster,1880,M,8
1631,Butler,1880,M,8
1632,Carleton,1880,M,8
1633,Carrie,1880,M,8
1634,Clara,1880,M,8
1635,Clarance,1880,M,8
1636,Clare,1880,M,8
1637,Crawford,1880,M,8
1638,Danial,1880,M,8
1639,Dayton,1880,M,8
1640,Dolphus,1880,M,8
1641,Elder,1880,M,8
1642,Ephriam,1880,M,8
1643,Fayette,1880,M,8
1644,Felipe,1880,M,8
1645,Fernando,1880,M,8
1646,Flem,1880,M,8
1647,Florence,1880,M,8
1648,Ford,1880,M,8
1649,Harlan,1880,M,8
1650,Hayes,1880,M,8
1651,Henery,1880,M,8
1652,Hoy,1880,M,8
1653,Huston,1880,M,8
1654,Ida,1880,M,8
1655,Ivory,1880,M,8
1656,Jonah,1880,M,8
1657,Justin,1880,M,8
1658,Lenard,1880,M,8
1659,Leopold,1880,M,8
1660,Lionel,1880,M,8
1661,Manley,1880,M,8
1662,Marquis,1880,M,8
1663,Marshal,1880,M,8
1664,Mart,1880,M,8
1665,Odie,1880,M,8
1666,Olen,1880,M,8
1667,Oral,1880,M,8
1668,Orley,1880,M,8
1669,Otha,1880,M,8
1670,Press,1880,M,8
1671,Price,1880,M,8
1672,Quincy,1880,M,8
1673,Randall,1880,M,8
1674,Rich,1880,M,8
1675,Richmond,1880,M,8
1676,Romeo,1880,M,8
1677,Russel,1880,M,8
1678,Rutherford,1880,M,8
1679,Shade,1880,M,8
1680,Shelby,1880,M,8
1681,Solon,1880,M,8
1682,Thurman,1880,M,8
1683,Tilden,1880,M,8
1684,Troy,1880,M,8
1685,Woodson,1880,M,8
1686,Worth,1880,M,8
1687,Aden,1880,M,7
1688,Alcide,1880,M,7
1689,Alf,1880,M,7
1690,Algie,1880,M,7
1691,Arlie,1880,M,7
1692,Bart,1880,M,7
1693,Bedford,1880,M,7
1694,Benito,1880,M,7
1695,Billy,1880,M,7
1696,Bird,1880,M,7
1697,Birt,1880,M,7
1698,Bruno,1880,M,7
1699,Burley,1880,M,7
1700,Chancy,1880,M,7
1701,Claus,1880,M,7
1702,Cliff,1880,M,7
1703,Clovis,1880,M,7
1704,Connie,1880,M,7
1705,Creed,1880,M,7
1706,Delos,1880,M,7
1707,Duke,1880,M,7
1708,Eber,1880,M,7
1709,Eligah,1880,M,7
1710,Elliot,1880,M,7
1711,Elton,1880,M,7
1712,Emmitt,1880,M,7
1713,Gene,1880,M,7
1714,Golden,1880,M,7
1715,Hal,1880,M,7
1716,Hardin,1880,M,7
1717,Harman,1880,M,7
1718,Hervey,1880,M,7
1719,Hollis,1880,M,7
1720,Ivey,1880,M,7
1721,Jennie,1880,M,7
1722,Len,1880,M,7
1723,Lindsay,1880,M,7
1724,Lonie,1880,M,7
1725,Lyle,1880,M,7
1726,Mac,1880,M,7
1727,Mal,1880,M,7
1728,Math,1880,M,7
1729,Miller,1880,M,7
1730,Orson,1880,M,7
1731,Osborne,1880,M,7
1732,Percival,1880,M,7
1733,Pleas,1880,M,7
1734,Ples,1880,M,7
1735,Rafael,1880,M,7
1736,Raoul,1880,M,7
1737,Roderick,1880,M,7
1738,Rose,1880,M,7
1739,Shelton,1880,M,7
1740,Sid,1880,M,7
1741,Theron,1880,M,7
1742,Tobias,1880,M,7
1743,Toney,1880,M,7
1744,Tyler,1880,M,7
1745,Vance,1880,M,7
1746,Vivian,1880,M,7
1747,Walton,1880,M,7
1748,Watt,1880,M,7
1749,Weaver,1880,M,7
1750,Wilton,1880,M,7
1751,Adolf,1880,M,6
1752,Albin,1880,M,6
1753,Albion,1880,M,6
1754,Allison,1880,M,6
1755,Alpha,1880,M,6
1756,Alpheus,1880,M,6
1757,Anastacio,1880,M,6
1758,Andre,1880,M,6
1759,Annie,1880,M,6
1760,Arlington,1880,M,6
1761,Armand,1880,M,6
1762,Asberry,1880,M,6
1763,Asbury,1880,M,6
1764,Asher,1880,M,6
1765,Augustin,1880,M,6
1766,Auther,1880,M,6
1767,Author,1880,M,6
1768,Ballard,1880,M,6
1769,Blas,1880,M,6
1770,Caesar,1880,M,6
1771,Candido,1880,M,6
1772,Cato,1880,M,6
1773,Clarke,1880,M,6
1774,Clemente,1880,M,6
1775,Colin,1880,M,6
1776,Commodore,1880,M,6
1777,Cora,1880,M,6
1778,Coy,1880,M,6
1779,Cruz,1880,M,6
1780,Curt,1880,M,6
1781,Damon,1880,M,6
1782,Davie,1880,M,6
1783,Delmar,1880,M,6
1784,Dexter,1880,M,6
1785,Dora,1880,M,6
1786,Doss,1880,M,6
1787,Drew,1880,M,6
1788,Edson,1880,M,6
1789,Elam,1880,M,6
1790,Elihu,1880,M,6
1791,Eliza,1880,M,6
1792,Elsie,1880,M,6
1793,Erie,1880,M,6
1794,Ernie,1880,M,6
1795,Ethel,1880,M,6
1796,Ferd,1880,M,6
1797,Friend,1880,M,6
1798,Garry,1880,M,6
1799,Gary,1880,M,6
1800,Grace,1880,M,6
1801,Gustaf,1880,M,6
1802,Hallie,1880,M,6
1803,Hampton,1880,M,6
1804,Harrie,1880,M,6
1805,Hattie,1880,M,6
1806,Hence,1880,M,6
1807,Hillard,1880,M,6
1808,Hollie,1880,M,6
1809,Holmes,1880,M,6
1810,Hope,1880,M,6
1811,Hyman,1880,M,6
1812,Ishmael,1880,M,6
1813,Jarrett,1880,M,6
1814,Jessee,1880,M,6
1815,Joeseph,1880,M,6
1816,Junious,1880,M,6
1817,Kirk,1880,M,6
1818,Levy,1880,M,6
1819,Mervin,1880,M,6
1820,Michel,1880,M,6
1821,Milford,1880,M,6
1822,Mitchel,1880,M,6
1823,Nellie,1880,M,6
1824,Noble,1880,M,6
1825,Obed,1880,M,6
1826,Oda,1880,M,6
1827,Orren,1880,M,6
1828,Ottis,1880,M,6
1829,Rafe,1880,M,6
1830,Redden,1880,M,6
1831,Reese,1880,M,6
1832,Rube,1880,M,6
1833,Ruby,1880,M,6
1834,Rupert,1880,M,6
1835,Salomon,1880,M,6
1836,Sammie,1880,M,6
1837,Sanders,1880,M,6
1838,Soloman,1880,M,6
1839,Stacy,1880,M,6
1840,Stanford,1880,M,6
1841,Stanton,1880,M,6
1842,Thad,1880,M,6
1843,Titus,1880,M,6
1844,Tracy,1880,M,6
1845,Vernie,1880,M,6
1846,Wendell,1880,M,6
1847,Wilhelm,1880,M,6
1848,Willian,1880,M,6
1849,Yee,1880,M,6
1850,Zeke,1880,M,6
1851,Ab,1880,M,5
1852,Abbott,1880,M,5
1853,Agustus,1880,M,5
1854,Albertus,1880,M,5
1855,Almer,1880,M,5
1856,Alphonso,1880,M,5
1857,Alvia,1880,M,5
1858,Artie,1880,M,5
1859,Arvid,1880,M,5
1860,Ashby,1880,M,5
1861,Augusta,1880,M,5
1862,Aurthur,1880,M,5
1863,Babe,1880,M,5
1864,Baldwin,1880,M,5
1865,Barnett,1880,M,5
1866,Bartholomew,1880,M,5
1867,Barton,1880,M,5
1868,Bernie,1880,M,5
1869,Blaine,1880,M,5
1870,Boston,1880,M,5
1871,Brad,1880,M,5
1872,Bradford,1880,M,5
1873,Bradley,1880,M,5
1874,Brooks,1880,M,5
1875,Buck,1880,M,5
1876,Budd,1880,M,5
1877,Ceylon,1880,M,5
1878,Chalmers,1880,M,5
1879,Chesley,1880,M,5
1880,Chin,1880,M,5
1881,Cleo,1880,M,5
1882,Crockett,1880,M,5
1883,Cyril,1880,M,5
1884,Daisy,1880,M,5
1885,Denver,1880,M,5
1886,Dow,1880,M,5
1887,Duff,1880,M,5
1888,Edie,1880,M,5
1889,Edith,1880,M,5
1890,Elick,1880,M,5
1891,Elie,1880,M,5
1892,Eliga,1880,M,5
1893,Eliseo,1880,M,5
1894,Elroy,1880,M,5
1895,Ely,1880,M,5
1896,Ennis,1880,M,5
1897,Enrique,1880,M,5
1898,Erasmus,1880,M,5
1899,Esau,1880,M,5
1900,Everette,1880,M,5
1901,Firman,1880,M,5
1902,Fleming,1880,M,5
1903,Flora,1880,M,5
1904,Gardner,1880,M,5
1905,Gee,1880,M,5
1906,Gorge,1880,M,5
1907,Gottlieb,1880,M,5
1908,Gregorio,1880,M,5
1909,Gregory,1880,M,5
1910,Gustavus,1880,M,5
1911,Halsey,1880,M,5
1912,Handy,1880,M,5
1913,Hardie,1880,M,5
1914,Harl,1880,M,5
1915,Hayden,1880,M,5
1916,Hays,1880,M,5
1917,Hermon,1880,M,5
1918,Hershel,1880,M,5
1919,Holly,1880,M,5
1920,Hosteen,1880,M,5
1921,Hoyt,1880,M,5
1922,Hudson,1880,M,5
1923,Huey,1880,M,5
1924,Humphrey,1880,M,5
1925,Hunt,1880,M,5
1926,Hyrum,1880,M,5
1927,Irven,1880,M,5
1928,Isam,1880,M,5
1929,Ivy,1880,M,5
1930,Jabez,1880,M,5
1931,Jewel,1880,M,5
1932,Jodie,1880,M,5
1933,Judd,1880,M,5
1934,Julious,1880,M,5
1935,Justice,1880,M,5
1936,Katherine,1880,M,5
1937,Kelly,1880,M,5
1938,Kit,1880,M,5
1939,Knute,1880,M,5
1940,Lavern,1880,M,5
1941,Lawyer,1880,M,5
1942,Layton,1880,M,5
1943,Leonidas,1880,M,5
1944,Lewie,1880,M,5
1945,Lillie,1880,M,5
1946,Linwood,1880,M,5
1947,Loran,1880,M,5
1948,Lorin,1880,M,5
1949,Mace,1880,M,5
1950,Malcom,1880,M,5
1951,Manly,1880,M,5
1952,Manson,1880,M,5
1953,Matthias,1880,M,5
1954,Mattie,1880,M,5
1955,Merida,1880,M,5
1956,Miner,1880,M,5
1957,Montgomery,1880,M,5
1958,Moroni,1880,M,5
1959,Murdock,1880,M,5
1960,Myrtle,1880,M,5
1961,Nate,1880,M,5
1962,Nathanial,1880,M,5
1963,Nimrod,1880,M,5
1964,Nora,1880,M,5
1965,Norval,1880,M,5
1966,Nova,1880,M,5
1967,Orion,1880,M,5
1968,Orla,1880,M,5
1969,Orrie,1880,M,5
1970,Payton,1880,M,5
1971,Philo,1880,M,5
1972,Phineas,1880,M,5
1973,Presley,1880,M,5
1974,Ransom,1880,M,5
1975,Reece,1880,M,5
1976,Rene,1880,M,5
1977,Roswell,1880,M,5
1978,Rowland,1880,M,5
1979,Sampson,1880,M,5
1980,Samual,1880,M,5
1981,Santos,1880,M,5
1982,Schuyler,1880,M,5
1983,Sheppard,1880,M,5
1984,Spurgeon,1880,M,5
1985,Starling,1880,M,5
1986,Sylvanus,1880,M,5
1987,Theadore,1880,M,5
1988,Theophile,1880,M,5
1989,Tilmon,1880,M,5
1990,Tommy,1880,M,5
1991,Unknown,1880,M,5
1992,Vann,1880,M,5
1993,Wes,1880,M,5
1994,Winston,1880,M,5
1995,Wood,1880,M,5
1996,Woodie,1880,M,5
1997,Worthy,1880,M,5
1998,Wright,1880,M,5
1999,York,1880,M,5
2000,Zachariah,1880,M,5
2001,Mary,1881,F,6919
2002,Anna,1881,F,2698
2003,Emma,1881,F,2034
2004,Elizabeth,1881,F,1852
2005,Margaret,1881,F,1658
2006,Minnie,1881,F,1653
2007,Ida,1881,F,1439
2008,Annie,1881,F,1326
2009,Bertha,1881,F,1324
2010,Alice,1881,F,1308
2011,Clara,1881,F,1242
2012,Sarah,1881,F,1226
2013,Ella,1881,F,1148
2014,Nellie,1881,F,1096
2015,Grace,1881,F,1089
2016,Florence,1881,F,1046
2017,Martha,1881,F,1044
2018,Cora,1881,F,969
2019,Laura,1881,F,962
2020,Carrie,1881,F,958
2021,Maude,1881,F,923
2022,Bessie,1881,F,903
2023,Mabel,1881,F,893
2024,Gertrude,1881,F,791
2025,Ethel,1881,F,788
2026,Jennie,1881,F,784
2027,Edith,1881,F,778
2028,Hattie,1881,F,775
2029,Mattie,1881,F,754
2030,Julia,1881,F,737
2031,Rose,1881,F,734
2032,Lillian,1881,F,723
2033,Lillie,1881,F,678
2034,Eva,1881,F,661
2035,Jessie,1881,F,661
2036,Lula,1881,F,655
2037,Myrtle,1881,F,643
2038,Pearl,1881,F,641
2039,Edna,1881,F,637
2040,Catherine,1881,F,635
2041,Ada,1881,F,628
2042,Louise,1881,F,617
2043,Helen,1881,F,612
2044,Lucy,1881,F,611
2045,Frances,1881,F,586
2046,Dora,1881,F,585
2047,Fannie,1881,F,565
2048,Josephine,1881,F,563
2049,Daisy,1881,F,562
2050,Lena,1881,F,555
2051,Maggie,1881,F,532
2052,Katherine,1881,F,504
2053,Rosa,1881,F,500
2054,Marie,1881,F,499
2055,Nora,1881,F,498
2056,Effie,1881,F,463
2057,Blanche,1881,F,456
2058,May,1881,F,451
2059,Nancy,1881,F,429
2060,Della,1881,F,428
2061,Agnes,1881,F,424
2062,Nettie,1881,F,419
2063,Sallie,1881,F,416
2064,Stella,1881,F,416
2065,Ellen,1881,F,413
2066,Mamie,1881,F,412
2067,Lizzie,1881,F,396
2068,Susie,1881,F,367
2069,Sadie,1881,F,366
2070,Elsie,1881,F,344
2071,Maud,1881,F,328
2072,Flora,1881,F,317
2073,Caroline,1881,F,316
2074,Etta,1881,F,316
2075,Mae,1881,F,314
2076,Lulu,1881,F,313
2077,Lydia,1881,F,299
2078,Alma,1881,F,293
2079,Susan,1881,F,292
2080,Lottie,1881,F,289
2081,Addie,1881,F,287
2082,Mollie,1881,F,281
2083,Katie,1881,F,279
2084,Ruth,1881,F,275
2085,Harriet,1881,F,270
2086,Kate,1881,F,267
2087,Amanda,1881,F,263
2088,Nannie,1881,F,258
2089,Georgia,1881,F,256
2090,Emily,1881,F,244
2091,Eliza,1881,F,238
2092,Viola,1881,F,237
2093,Amelia,1881,F,235
2094,Willie,1881,F,229
2095,Charlotte,1881,F,227
2096,Rebecca,1881,F,226
2097,Belle,1881,F,219
2098,Kathryn,1881,F,218
2099,Jane,1881,F,216
2100,Olive,1881,F,211
2101,Virginia,1881,F,210
2102,Irene,1881,F,206
2103,Hannah,1881,F,196
2104,Ora,1881,F,191
2105,Esther,1881,F,189
2106,Matilda,1881,F,187
2107,Henrietta,1881,F,181
2108,Theresa,1881,F,173
2109,Ollie,1881,F,169
2110,Pauline,1881,F,166
2111,Estella,1881,F,163
2112,Beulah,1881,F,162
2113,Augusta,1881,F,157
2114,Rachel,1881,F,157
2115,Mildred,1881,F,154
2116,Josie,1881,F,149
2117,Sara,1881,F,147
2118,Amy,1881,F,145
2119,Louisa,1881,F,142
2120,Luella,1881,F,141
2121,Leona,1881,F,138
2122,Anne,1881,F,131
2123,Ann,1881,F,130
2124,Barbara,1881,F,130
2125,Lola,1881,F,129
2126,Estelle,1881,F,127
2127,Lela,1881,F,125
2128,Millie,1881,F,124
2129,Nina,1881,F,123
2130,Iva,1881,F,122
2131,Sophia,1881,F,122
2132,Maria,1881,F,120
2133,Ruby,1881,F,119
2134,Victoria,1881,F,117
2135,Evelyn,1881,F,116
2136,Mayme,1881,F,115
2137,Alta,1881,F,114
2138,Lou,1881,F,114
2139,Janie,1881,F,113
2140,Betty,1881,F,112
2141,Delia,1881,F,111
2142,Eleanor,1881,F,110
2143,Marion,1881,F,110
2144,Dorothy,1881,F,109
2145,Ina,1881,F,108
2146,Celia,1881,F,107
2147,Callie,1881,F,104
2148,Bettie,1881,F,103
2149,Allie,1881,F,98
2150,Inez,1881,F,95
2151,Dollie,1881,F,90
2152,Ola,1881,F,90
2153,Lucinda,1881,F,88
2154,Mable,1881,F,88
2155,Rena,1881,F,88
2156,Beatrice,1881,F,87
2157,Harriett,1881,F,86
2158,Rosie,1881,F,85
2159,Birdie,1881,F,84
2160,Eula,1881,F,84
2161,Rhoda,1881,F,84
2162,Winnie,1881,F,84
2163,Christina,1881,F,82
2164,Isabelle,1881,F,82
2165,Tillie,1881,F,82
2166,Abbie,1881,F,81
2167,Winifred,1881,F,81
2168,Essie,1881,F,80
2169,Lora,1881,F,80
2170,Sally,1881,F,79
2171,Sophie,1881,F,78
2172,Eunice,1881,F,77
2173,Leila,1881,F,77
2174,Isabel,1881,F,76
2175,Nell,1881,F,75
2176,Lelia,1881,F,74
2177,Myra,1881,F,72
2178,Nelle,1881,F,72
2179,Roxie,1881,F,72
2180,Mathilda,1881,F,69
2181,Bertie,1881,F,68
2182,Katharine,1881,F,68
2183,Lenora,1881,F,68
2184,Lettie,1881,F,68
2185,Christine,1881,F,67
2186,Sue,1881,F,67
2187,Sylvia,1881,F,67
2188,Cornelia,1881,F,66
2189,Linnie,1881,F,65
2190,Alberta,1881,F,64
2191,Hettie,1881,F,64
2192,Adelaide,1881,F,62
2193,Mina,1881,F,62
2194,Helena,1881,F,61
2195,Carolyn,1881,F,60
2196,Adeline,1881,F,58
2197,Genevieve,1881,F,58
2198,Johanna,1881,F,58
2199,Loretta,1881,F,58
2200,Lida,1881,F,57
2201,Fanny,1881,F,55
2202,Hester,1881,F,55
2203,Lilly,1881,F,55
2204,Naomi,1881,F,55
2205,Lois,1881,F,53
2206,Minerva,1881,F,53
2207,Mittie,1881,F,53
2208,Bess,1881,F,52
2209,Claudia,1881,F,52
2210,Leah,1881,F,52
2211,Lucretia,1881,F,52
2212,Marguerite,1881,F,52
2213,Cecelia,1881,F,51
2214,Elva,1881,F,51
2215,Olivia,1881,F,51
2216,Gussie,1881,F,50
2217,Hazel,1881,F,50
2218,Isabella,1881,F,50
2219,Cordelia,1881,F,49
2220,Rosetta,1881,F,49
2221,Wilhelmina,1881,F,49
2222,Bernice,1881,F,48
2223,Hilda,1881,F,48
2224,Lucille,1881,F,48
2225,Polly,1881,F,48
2226,Vera,1881,F,48
2227,Cynthia,1881,F,47
2228,Elnora,1881,F,47
2229,Francis,1881,F,47
2230,Selma,1881,F,47
2231,Lily,1881,F,46
2232,Lura,1881,F,46
2233,Phoebe,1881,F,46
2234,Teresa,1881,F,46
2235,Angie,1881,F,44
2236,Hulda,1881,F,44
2237,Jean,1881,F,44
2238,Louella,1881,F,44
2239,Myrtie,1881,F,44
2240,Adele,1881,F,43
2241,Jeannette,1881,F,43
2242,Lyda,1881,F,43
2243,Virgie,1881,F,43
2244,Dessie,1881,F,42
2245,Lila,1881,F,42
2246,Violet,1881,F,42
2247,Elma,1881,F,41
2248,Madge,1881,F,41
2249,Regina,1881,F,41
2250,Roberta,1881,F,41
2251,Catharine,1881,F,40
2252,Eugenia,1881,F,40
2253,Gladys,1881,F,40
2254,Malinda,1881,F,40
2255,Mandy,1881,F,40
2256,Melissa,1881,F,40
2257,Cecilia,1881,F,39
2258,Goldie,1881,F,39
2259,Lee,1881,F,39
2260,Lina,1881,F,39
2261,Marian,1881,F,39
2262,Elvira,1881,F,38
2263,Emilie,1881,F,38
2264,Ivy,1881,F,38
2265,Linda,1881,F,38
2266,Nona,1881,F,38
2267,Zella,1881,F,38
2268,Hallie,1881,F,36
2269,Irma,1881,F,36
2270,Jeanette,1881,F,36
2271,Leola,1881,F,36
2272,Lucile,1881,F,36
2273,Geneva,1881,F,35
2274,Gertie,1881,F,35
2275,Bridget,1881,F,34
2276,Freda,1881,F,34
2277,Dolly,1881,F,33
2278,Molly,1881,F,33
2279,Georgie,1881,F,32
2280,Lilla,1881,F,32
2281,Margie,1881,F,32
2282,Nola,1881,F,32
2283,Dovie,1881,F,31
2284,Letha,1881,F,31
2285,Olga,1881,F,31
2286,George,1881,F,30
2287,Meta,1881,F,30
2288,Verna,1881,F,30
2289,William,1881,F,30
2290,Adah,1881,F,29
2291,Alvina,1881,F,29
2292,Antoinette,1881,F,29
2293,Bell,1881,F,29
2294,Janet,1881,F,29
2295,Mabelle,1881,F,29
2296,Mertie,1881,F,29
2297,Cassie,1881,F,28
2298,Erma,1881,F,28
2299,Flossie,1881,F,28
2300,Louie,1881,F,28
2301,Alpha,1881,F,27
2302,Blanch,1881,F,27
2303,Ellie,1881,F,27
2304,Johnnie,1881,F,27
2305,Lona,1881,F,27
2306,Lorena,1881,F,27
2307,Miriam,1881,F,27
2308,Ophelia,1881,F,27
2309,Priscilla,1881,F,27
2310,Sudie,1881,F,27
2311,Zula,1881,F,27
2312,Annette,1881,F,26
2313,John,1881,F,26
2314,Norma,1881,F,26
2315,Rosalie,1881,F,26
2316,Vina,1881,F,26
2317,Bonnie,1881,F,25
2318,Corinne,1881,F,25
2319,Elisabeth,1881,F,25
2320,Elsa,1881,F,25
2321,Frieda,1881,F,25
2322,Juanita,1881,F,25
2323,Melvina,1881,F,25
2324,Tennie,1881,F,25
2325,Bella,1881,F,24
2326,Cecile,1881,F,24
2327,Dona,1881,F,24
2328,Frankie,1881,F,24
2329,Gracie,1881,F,24
2330,James,1881,F,24
2331,Kittie,1881,F,24
2332,Leota,1881,F,24
2333,Maudie,1881,F,24
2334,Orpha,1881,F,24
2335,Savannah,1881,F,24
2336,Vinnie,1881,F,24
2337,Vivian,1881,F,24
2338,Anita,1881,F,23
2339,Claire,1881,F,23
2340,Cleo,1881,F,23
2341,Dena,1881,F,23
2342,Eda,1881,F,23
2343,Leonora,1881,F,23
2344,Leora,1881,F,23
2345,Liza,1881,F,23
2346,Almeda,1881,F,22
2347,Artie,1881,F,22
2348,Charity,1881,F,22
2349,Elise,1881,F,22
2350,Georgianna,1881,F,22
2351,Harriette,1881,F,22
2352,Isabell,1881,F,22
2353,Jimmie,1881,F,22
2354,Julie,1881,F,22
2355,Kitty,1881,F,22
2356,Margret,1881,F,22
2357,Nan,1881,F,22
2358,Pearlie,1881,F,22
2359,Zoe,1881,F,22
2360,Adelia,1881,F,21
2361,Angeline,1881,F,21
2362,Dorothea,1881,F,21
2363,Ernestine,1881,F,21
2364,Joanna,1881,F,21
2365,Lennie,1881,F,21
2366,Leta,1881,F,21
2367,Lue,1881,F,21
2368,Marietta,1881,F,21
2369,Ona,1881,F,21
2370,Pearle,1881,F,21
2371,Rilla,1881,F,21
2372,Susanna,1881,F,21
2373,Zora,1881,F,21
2374,Adda,1881,F,20
2375,Clare,1881,F,20
2376,Georgiana,1881,F,20
2377,Helene,1881,F,20
2378,Ila,1881,F,20
2379,Libbie,1881,F,20
2380,Magdalena,1881,F,20
2381,Phebe,1881,F,20
2382,Rita,1881,F,20
2383,Vesta,1881,F,20
2384,Edythe,1881,F,19
2385,Kathrine,1881,F,19
2386,Letitia,1881,F,19
2387,Nella,1881,F,19
2388,Octavia,1881,F,19
2389,Oma,1881,F,19
2390,Tena,1881,F,19
2391,Tina,1881,F,19
2392,Velma,1881,F,19
2393,Adaline,1881,F,18
2394,Ava,1881,F,18
2395,Cathrine,1881,F,18
2396,Emmie,1881,F,18
2397,Ettie,1881,F,18
2398,Evie,1881,F,18
2399,Fay,1881,F,18
2400,Iona,1881,F,18
2401,Lavina,1881,F,18
2402,Lessie,1881,F,18
2403,Luna,1881,F,18
2404,Matie,1881,F,18
2405,Charles,1881,F,17
2406,Clyde,1881,F,17
2407,Elmira,1881,F,17
2408,Floy,1881,F,17
2409,Hanna,1881,F,17
2410,Hilma,1881,F,17
2411,Isa,1881,F,17
2412,Mellie,1881,F,17
2413,Missouri,1881,F,17
2414,Pinkie,1881,F,17
2415,Reba,1881,F,17
2416,Retta,1881,F,17
2417,Zelma,1881,F,17
2418,Adella,1881,F,16
2419,Alida,1881,F,16
2420,Cecil,1881,F,16
2421,Eugenie,1881,F,16
2422,India,1881,F,16
2423,June,1881,F,16
2424,Katheryn,1881,F,16
2425,Lilian,1881,F,16
2426,Lotta,1881,F,16
2427,Lucia,1881,F,16
2428,Lutie,1881,F,16
2429,Malissa,1881,F,16
2430,Maybelle,1881,F,16
2431,Sidney,1881,F,16
2432,Sophronia,1881,F,16
2433,Tilda,1881,F,16
2434,Albina,1881,F,15
2435,Arvilla,1881,F,15
2436,Aurelia,1881,F,15
2437,Donna,1881,F,15
2438,Inga,1881,F,15
2439,Jenny,1881,F,15
2440,Lauretta,1881,F,15
2441,Marjorie,1881,F,15
